Price,Date,Place,Category,Description
190,30.09.2024,mmg,Music,"Tranzaktsiya s DK 516907XXXXXX6833,2907,30.09.2024 13:52:48,Pokupka na POS,druga banka v stranata,190.00/100,MMG TIYM OOD,SOFIYA AIRH11572,93905204,Pokupka na POS,druga banka v st"
